city,date,fare,ride_id
Christopherfurt,30-03-2019 13:15,31.3,7.45713E+12
Hurleymouth,01-02-2019 03:23,22.39,6.07173E+12
Port Frank,16-03-2019 20:54,30.24,1.45421E+12
Lake Danielberg,16-01-2019 11:59,20.07,8.44861E+12
West Ericstad,28-03-2019 13:29,22.28,3.13527E+12
Karenside,11-03-2019 16:18,44.29,3.26916E+12
South Evanton,17-03-2019 00:31,36.31,2.78352E+12
West Heidi,05-05-2019 15:47,37.75,3.64677E+12
Robertport,28-02-2019 22:50,13.39,6.81044E+11
South Jack,05-01-2019 11:31,13.14,6.80975E+12
West Josephberg,28-02-2019 18:19,11.1,3.52953E+12
Port Frank,26-03-2019 19:09,28.83,8.89805E+11
Barajasview,19-02-2019 02:25,26.83,9.37248E+11
Justinberg,03-01-2019 22:50,5.81,9.26116E+12
North Barbara,17-04-2019 02:49,39.18,3.50329E+12
West Angela,08-03-2019 13:24,4.92,5.44515E+12
South Latoya,19-03-2019 07:54,30.03,9.56033E+12
Hurleymouth,18-01-2019 10:59,4.66,8.62288E+12
Johnton,05-04-2019 07:12,22.87,1.03062E+12
Carriemouth,27-03-2019 02:11,38.69,4.40712E+12
Reynoldsfurt,19-04-2019 00:56,13.63,7.99008E+12
Christopherfurt,16-03-2019 19:46,19.61,2.29037E+12
Liumouth,28-04-2019 00:26,5.42,8.02692E+12
New Kimberlyborough,19-03-2019 07:17,15.78,6.41496E+12
Martinezhaven,07-03-2019 12:26,23.55,7.38533E+12
East Kaylahaven,06-04-2019 16:17,35.79,8.9306E+12
Simpsonburgh,26-04-2019 09:31,33.71,2.59748E+12
Lake Jonathanshire,28-01-2019 00:07,5.67,9.75657E+12
Robertport,19-04-2019 19:45,39.57,3.97034E+12
South Karenland,20-03-2019 10:34,33.24,3.09727E+12
Raymondhaven,07-03-2019 20:59,17.66,9.25756E+12
Port David,18-02-2019 14:47,20.16,1.84743E+12
Royland,20-02-2019 19:14,38.28,3.61665E+12
East Kaylahaven,29-01-2019 07:28,41.62,7.15722E+12
Valentineton,23-02-2019 11:46,19.99,9.65841E+12
Martinezhaven,12-03-2019 10:02,21.18,4.04681E+12
South Phillip,19-02-2019 20:47,28.62,4.40803E+12
Royland,04-05-2019 02:54,15.14,4.98829E+12
West Heidi,05-02-2019 19:24,24.32,4.26277E+11
East Kaylahaven,28-02-2019 16:46,33.72,1.22492E+12
New Kimberlyborough,03-04-2019 16:27,14.73,9.08311E+12
South Karenland,10-01-2019 23:48,37.58,7.16597E+12
Richardfort,03-02-2019 00:14,29.04,4.98267E+12
Justinberg,10-03-2019 05:15,22.43,5.55274E+12
Huntermouth,21-03-2019 08:44,32.42,3.39325E+12
Roberthaven,22-03-2019 04:19,34.69,1.77299E+12
West Heidi,11-03-2019 16:10,43.45,4.65488E+12
Raymondhaven,17-02-2019 02:06,39.7,3.25174E+12
Karenside,16-04-2019 23:13,39.32,3.15594E+12
Rogerston,16-03-2019 20:49,43.82,4.71896E+12
Port Johnbury,28-04-2019 16:29,36.42,2.73966E+11
West Josephberg,18-01-2019 12:47,43.85,9.65466E+12
North Jasmine,05-02-2019 22:28,19.21,6.78509E+12
Loganberg,10-04-2019 04:59,35.97,8.82801E+12
Barajasview,15-04-2019 20:37,17.76,8.09825E+12
New Paulton,17-04-2019 20:05,44.43,3.38361E+11
West Angela,19-01-2019 00:36,40.4,7.40626E+11
North Jasmine,18-02-2019 03:09,31.49,9.75908E+12
North Barbara,11-02-2019 18:51,43.26,8.9735E+12
Rogerston,02-03-2019 00:54,25.14,1.72262E+12
Williamsstad,21-02-2019 10:56,4.9,7.17645E+12
South Jack,14-01-2019 17:06,40.65,5.44057E+12
West Anthony,15-04-2019 11:02,43.82,4.3815E+12
Royland,12-02-2019 01:18,44.33,5.32459E+12
West Angela,03-04-2019 14:44,23.52,4.84305E+12
Liumouth,22-02-2019 03:55,6.39,8.11653E+12
Amandaburgh,19-04-2019 16:30,6.27,4.40063E+12
West Ericstad,23-01-2019 10:13,10.12,8.03585E+12
South Jack,15-01-2019 05:51,5.58,1.7939E+12
Barajasview,02-05-2019 21:02,17.12,4.62892E+12
Amandaburgh,20-03-2019 07:40,27.45,3.70101E+12
East Kaylahaven,17-03-2019 23:54,8.62,1.95343E+12
Port Samanthamouth,27-01-2019 00:57,28.46,8.8265E+11
New Paulville,25-01-2019 15:19,15.04,7.52944E+12
West Anthony,03-04-2019 02:42,10.56,3.76287E+12
Raymondhaven,06-01-2019 20:15,21.19,9.47362E+12
Rogerston,03-01-2019 21:45,36.28,7.09035E+12
Port David,02-04-2019 16:53,41.14,2.69444E+12
North Markport,08-02-2019 22:01,34.69,2.74219E+12
West Angela,04-03-2019 17:50,20.72,1.78473E+12
South Michelleport,21-04-2019 18:31,21.98,5.89381E+12
Port Frank,10-02-2019 08:14,40.82,6.38624E+12
Rogerston,14-02-2019 05:24,19.42,8.77069E+12
Joneschester,02-04-2019 04:52,10.52,4.97037E+12
South Karenland,17-03-2019 01:22,23.26,5.56551E+11
West Angela,05-05-2019 14:17,23.66,9.18827E+12
Royland,10-02-2019 13:50,11.24,4.94954E+12
Christopherfurt,30-01-2019 22:09,6.32,4.28978E+12
Barajasview,09-04-2019 08:10,39.36,1.80161E+12
Christopherfurt,08-02-2019 11:46,25.76,9.51781E+11
Leahton,13-01-2019 00:03,9.37,4.66966E+12
Port Angela,15-04-2019 23:02,20.16,6.49009E+12
Loganberg,13-01-2019 23:53,41.86,7.04561E+12
West Heidi,24-02-2019 04:41,40.8,4.27425E+12
Robertport,24-02-2019 22:01,8.48,2.89277E+12
Karenside,14-03-2019 17:07,16.31,8.81835E+12
West Christopherberg,20-03-2019 03:04,42.83,6.89841E+12
West Gabriel,15-01-2019 14:51,13.38,7.56092E+12
Simpsonburgh,01-04-2019 04:02,25.65,2.86964E+12
West Robert,04-05-2019 04:36,5.36,9.79948E+12
Loganberg,17-02-2019 07:58,44.47,3.54107E+12
West Anthony,20-04-2019 20:13,11.85,4.27467E+12
Jerryton,01-05-2019 17:20,4.97,8.0964E+12
North Jasmine,04-03-2019 16:59,42.58,8.86458E+12
North Madeline,26-01-2019 02:37,5.59,3.67644E+12
Royland,25-03-2019 18:17,7.09,5.6603E+12
New Paulton,21-01-2019 17:04,18.3,3.72117E+12
Richardfort,08-02-2019 15:50,16.55,2.27046E+12
Barajasview,03-02-2019 09:58,39.39,9.438E+12
Pattyland,18-04-2019 23:27,28.66,2.3424E+12
West Christopherberg,17-02-2019 03:30,4.4,4.35311E+12
Grahamburgh,25-02-2019 12:18,14.51,6.15711E+12
New Kimberlyborough,11-04-2019 10:38,12.01,1.35529E+11
North Madeline,02-05-2019 23:25,11.94,7.52666E+12
Simpsonburgh,12-04-2019 19:38,22.45,7.81139E+12
Martinezhaven,16-02-2019 17:25,15.33,9.81061E+12
West Heidi,30-03-2019 02:27,11.15,2.26487E+12
Christopherfurt,12-04-2019 14:37,22.91,5.92812E+12
Karenside,28-04-2019 02:38,39.41,4.71119E+12
Rogerston,01-04-2019 09:27,28.54,9.9631E+12
West Samuelburgh,19-02-2019 11:01,17.77,7.60898E+12
Joneschester,17-03-2019 22:39,15.35,2.30717E+12
West Heidi,27-02-2019 11:19,35.19,6.99827E+12
West Heidi,02-03-2019 09:13,23.55,6.47807E+12
Roberthaven,30-03-2019 15:12,16.2,2.94949E+12
Karenberg,07-04-2019 16:28,16.11,4.80609E+12
Port Angela,08-03-2019 16:32,23.06,2.75074E+12
Hurleymouth,07-02-2019 06:07,36.7,1.74818E+11
Simpsonburgh,31-03-2019 11:49,24.16,9.70976E+12
South Jack,14-03-2019 17:18,18.66,3.5116E+12
New Jacobville,10-03-2019 01:02,10.63,6.50454E+11
Williamsstad,16-04-2019 16:21,32.43,7.17782E+12
Port Johnbury,27-03-2019 08:26,38.99,4.11568E+12
North Jasmine,17-02-2019 00:27,35.11,6.62098E+12
South Jack,03-01-2019 23:11,4.95,9.0056E+12
Pattyland,23-04-2019 02:57,13.01,9.34529E+12
Raymondhaven,16-02-2019 04:31,24.31,8.96062E+12
Joneschester,24-04-2019 13:07,9.78,9.67059E+11
North Jason,19-02-2019 04:45,15.87,7.79183E+12
Williamsstad,22-02-2019 04:25,20.56,5.81376E+12
West Christopherberg,19-02-2019 19:49,40.98,7.52484E+11
South Karenland,19-03-2019 14:50,23.07,5.75934E+12
Rodneyfort,07-03-2019 23:37,7.78,2.85963E+12
Lake Scottton,05-02-2019 11:47,24.54,3.77026E+12
Royland,26-01-2019 21:29,14.68,1.74729E+12
Martinezhaven,21-01-2019 01:50,42.75,9.05609E+12
West Patrickchester,17-03-2019 04:51,17.38,3.06649E+12
Raymondhaven,31-03-2019 17:01,36.29,8.95924E+12
West Robert,06-03-2019 06:10,22.86,2.31892E+12
South Evanton,25-02-2019 18:39,15.06,8.87333E+12
West Christopherberg,07-03-2019 20:09,32.27,2.176E+12
West Josephberg,19-04-2019 01:55,42.53,6.11437E+12
Liumouth,06-03-2019 07:44,23.53,2.43017E+12
West Christopherberg,10-02-2019 19:41,8.42,8.36259E+11
Hurleymouth,23-02-2019 13:48,18.15,6.05143E+12
Port Angela,26-02-2019 10:01,28.52,6.78357E+12
West Samuelburgh,31-01-2019 09:17,14.11,6.0384E+12
North Barbara,06-04-2019 09:03,26.64,9.29433E+11
Rodneyfort,29-04-2019 00:20,44.28,6.97926E+12
North Jason,05-04-2019 02:05,31.89,9.98847E+12
Port David,11-02-2019 23:07,10.05,6.92195E+12
Raymondhaven,27-01-2019 15:52,41.76,7.32594E+12
Barajasview,12-03-2019 04:54,37.05,1.82923E+12
Liumouth,17-01-2019 16:17,33.29,3.42432E+12
North Barbara,24-03-2019 06:49,4.05,5.34406E+12
Valentineton,03-04-2019 11:34,18.62,5.5506E+11
West Samuelburgh,17-04-2019 19:01,10.58,2.0719E+12
Carriemouth,15-01-2019 06:27,24.13,7.41768E+12
Carriemouth,08-05-2019 04:20,21.99,1.17998E+11
Erikaland,21-02-2019 20:28,12.44,2.70509E+12
Grahamburgh,18-01-2019 07:41,23.35,8.08454E+12
East Kaylahaven,29-01-2019 13:01,9.81,2.05842E+12
Carriemouth,04-02-2019 00:29,24.87,6.0156E+12
Justinberg,14-04-2019 14:48,24.34,1.49282E+12
Pattyland,01-01-2019 17:22,42.11,9.61495E+12
Royland,09-04-2019 00:32,22.89,5.15786E+12
Huntermouth,14-03-2019 10:37,30.49,9.53756E+12
Huntermouth,17-01-2019 12:10,41.48,7.8023E+12
Huntermouth,03-02-2019 12:19,31.43,4.78286E+12
South Evanton,21-02-2019 08:05,34.21,5.09396E+12
West Robert,12-04-2019 08:17,32.48,7.54437E+12
Raymondhaven,02-03-2019 04:56,5.19,4.17505E+12
Port Frank,02-04-2019 15:48,13.55,4.84971E+12
West Heidi,18-03-2019 04:53,4.29,4.31502E+12
Amandaburgh,01-04-2019 09:24,24.29,1.99546E+12
Liumouth,27-02-2019 18:08,43.31,1.51093E+12
Barajasview,15-03-2019 22:44,28.3,1.31427E+12
New Kimberlyborough,19-03-2019 15:25,27.37,5.33038E+11
West Samuelburgh,06-01-2019 08:34,43.05,9.81077E+12
Lake Scottton,28-01-2019 02:32,23.95,9.4834E+12
North Jason,14-01-2019 20:53,26.58,8.64239E+12
East Kaylahaven,23-03-2019 10:48,4.64,1.90804E+12
Johnton,15-03-2019 08:40,43.5,7.1342E+12
Roberthaven,22-02-2019 19:42,27.48,9.42E+12
Robertport,25-01-2019 01:33,44.75,6.71134E+12
Joneschester,16-02-2019 02:35,9.48,4.15529E+12
Johnton,02-05-2019 02:19,32.38,8.95482E+12
West Anthony,19-02-2019 22:53,27.9,4.26752E+12
Martinezhaven,11-03-2019 20:07,7.01,7.63675E+12
Port Johnbury,30-03-2019 17:59,15.17,4.90059E+12
Williamsview,07-04-2019 02:32,19.19,8.04777E+12
West Robert,23-02-2019 19:46,33.24,3.05503E+12
Barajasview,19-03-2019 12:17,26.6,5.62306E+12
Williamsstad,06-05-2019 12:39,40.79,8.72087E+12
Justinberg,22-01-2019 09:08,38.3,1.28783E+12
Justinberg,16-04-2019 01:26,16.58,1.47644E+12
Carriemouth,17-02-2019 05:01,22.66,3.71794E+12
South Evanton,10-04-2019 05:38,30.36,5.2549E+12
Simpsonburgh,14-02-2019 22:52,30,7.64462E+12
New Kimberlyborough,07-01-2019 05:12,15.22,7.02007E+12
Richardfort,03-04-2019 15:07,40.77,9.49621E+12
Williamsview,05-01-2019 00:44,21.59,6.18022E+12
Carriemouth,04-01-2019 15:56,31.99,4.87254E+12
West Christopherberg,06-04-2019 13:59,25.31,3.27595E+12
New Jacobville,10-04-2019 04:16,42.92,4.02102E+12
Karenberg,23-04-2019 21:11,26.92,9.6851E+12
Johnton,28-02-2019 05:42,12.02,6.6703E+12
Amandaburgh,20-04-2019 02:16,16.27,3.51312E+12
Port Frank,25-04-2019 23:04,19.43,7.79216E+12
Martinezhaven,03-02-2019 06:15,11.61,3.41665E+12
Joneschester,09-03-2019 03:25,39.32,1.55316E+12
West Robert,07-04-2019 06:17,40.69,5.02551E+11
West Heidi,06-02-2019 00:47,40.55,6.25794E+12
Lake Jonathanshire,24-01-2019 12:24,34.65,3.31912E+12
Johnton,22-01-2019 13:10,24.17,7.41336E+12
South Karenland,31-01-2019 15:50,36.28,9.21999E+12
Liumouth,05-01-2019 19:32,27.02,3.77362E+12
Port Angela,08-02-2019 00:14,15.58,7.38873E+12
Johnton,26-02-2019 09:36,18.76,6.36082E+12
Pattyland,05-02-2019 00:47,28.81,1.15407E+11
Deanville,26-04-2019 04:05,28.44,3.32616E+12
West Anthony,03-03-2019 00:24,20.71,7.55033E+12
South Phillip,28-02-2019 14:54,42.2,9.81356E+12
North Jason,05-01-2019 10:59,16.22,3.84242E+12
Loganberg,31-01-2019 23:29,13.69,4.06601E+12
Port Frank,27-01-2019 13:40,38.97,5.9444E+12
South Evanton,06-03-2019 23:01,44.41,2.7603E+12
West Angela,22-01-2019 02:28,32.18,4.24482E+12
Rodneyfort,12-04-2019 23:29,27.81,5.6694E+12
Carriemouth,28-04-2019 09:25,37.35,4.81235E+12
Hurleymouth,28-02-2019 03:20,44.85,5.10428E+12
Lake Danielberg,20-03-2019 05:37,33.9,25082058503
Lake Jonathanshire,24-03-2019 16:27,14.94,1.67091E+12
Williamsview,04-05-2019 14:56,32.8,2.67773E+12
West Josephberg,19-02-2019 20:48,4.07,1.34803E+12
Christopherfurt,06-04-2019 22:33,27.46,7.39994E+12
South Phillip,01-02-2019 12:52,39.27,5.30799E+12
New Paulville,18-02-2019 23:43,38.97,1.73392E+12
Grahamburgh,24-03-2019 13:39,32.17,2.40024E+12
Port Johnbury,08-02-2019 10:29,7.63,3.49757E+12
Port David,04-03-2019 00:41,23.7,6.4922E+12
West Ericstad,13-04-2019 09:52,22.39,5.77076E+12
Karenside,03-05-2019 15:31,32.68,9.19416E+12
Valentineton,25-02-2019 02:33,10.21,4.59589E+12
Martinezhaven,21-03-2019 07:56,39.26,9.86764E+12
Huntermouth,21-03-2019 13:31,27.96,3.03092E+12
Rogerston,18-03-2019 12:47,8.58,4.17898E+12
West Angela,07-03-2019 10:38,14.8,5.02247E+12
Rodneyfort,15-03-2019 10:18,30.83,4.17505E+12
North Jasmine,24-04-2019 08:49,28.24,8.27389E+12
Raymondhaven,25-01-2019 06:48,14.65,3.91246E+12
Richardfort,19-02-2019 14:09,27.11,8.69032E+12
West Josephberg,16-03-2019 07:06,10.04,6.77577E+12
Erikaland,07-05-2019 11:23,22.72,5.59043E+12
Royland,15-01-2019 08:50,4.1,9.40923E+12
Roberthaven,27-03-2019 07:24,11.51,9.18506E+12
Justinberg,16-04-2019 05:05,27.1,1.85455E+12
East Kaylahaven,04-01-2019 23:57,24.37,5.7352E+12
North Jason,22-02-2019 07:07,18.67,1.90295E+11
Karenside,12-02-2019 20:45,25.58,6.56902E+12
Raymondhaven,28-02-2019 16:10,11.26,3.12271E+12
Amandaburgh,13-03-2019 12:52,13.88,6.22213E+12
Amandaburgh,22-04-2019 21:34,42.52,1.90116E+12
New Jacobville,27-04-2019 14:11,37.6,8.7809E+12
West Ericstad,19-04-2019 20:35,5.75,3.49713E+12
Christopherfurt,04-01-2019 04:30,15.47,1.47116E+12
Port David,27-03-2019 00:20,18.43,4.63559E+12
Martinezhaven,15-02-2019 02:18,15.93,9.62458E+12
West Robert,27-02-2019 04:29,22.81,5.71431E+12
South Michelleport,08-03-2019 04:18,27.42,3.75424E+12
Robertport,03-05-2019 02:36,31.62,4.85226E+12
West Anthony,04-02-2019 15:04,20.09,4.22152E+12
West Angela,20-03-2019 23:44,23.83,8.75081E+12
South Michelleport,07-05-2019 12:25,4.47,2.89109E+11
New Paulville,01-05-2019 13:29,10.3,1.05757E+12
Justinberg,19-02-2019 04:01,36.27,7.28644E+12
Leahton,08-01-2019 11:48,39.81,4.57902E+11
Justinberg,01-02-2019 21:16,31.07,2.73965E+12
South Latoya,12-02-2019 16:31,28.92,5.77983E+12
Williamsview,08-02-2019 06:11,25.3,2.3246E+12
Joneschester,15-01-2019 21:21,13.43,2.23586E+12
Williamsstad,06-01-2019 20:14,43.5,2.04785E+12
South Karenland,25-01-2019 08:14,31.02,5.00482E+11
Carriemouth,01-04-2019 00:35,27.84,6.58983E+12
Valentineton,01-01-2019 14:42,12.31,4.75704E+12
Christopherfurt,12-03-2019 09:22,35.57,8.28613E+12
Huntermouth,05-02-2019 08:10,28.58,3.14352E+11
Deanville,17-02-2019 15:51,25.33,2.74947E+12
North Barbara,05-05-2019 09:46,26.54,4.32828E+12
West Angela,25-01-2019 12:19,41.05,4.60241E+12
Martinezhaven,15-04-2019 09:17,35.45,4.82261E+12
West Anthony,12-01-2019 19:38,37.66,4.10252E+11
West Samuelburgh,25-04-2019 15:55,26.44,4.33865E+12
West Josephberg,29-04-2019 10:20,28.73,1.73253E+12
Liumouth,11-04-2019 13:52,15.55,6.82849E+12
Karenside,04-04-2019 14:32,42.27,6.7715E+12
Loganberg,04-04-2019 08:04,25.93,1.86096E+11
Johnton,21-01-2019 03:20,28.59,5.59754E+12
Carriemouth,08-03-2019 13:35,34.32,7.98492E+12
South Latoya,02-01-2019 00:44,43.72,3.90122E+11
South Phillip,25-03-2019 08:38,7.04,7.93164E+12
Lake Danielberg,21-03-2019 19:46,14.12,8.57368E+12
Jerryton,27-01-2019 05:35,5.21,2.36654E+12
Simpsonburgh,28-04-2019 10:54,10.07,2.9948E+12
Amandaburgh,06-02-2019 10:02,11.93,7.55033E+12
Karenberg,14-02-2019 14:40,11.06,4.34496E+12
Jerryton,16-01-2019 17:13,22.26,9.74453E+11
East Kaylahaven,27-03-2019 00:44,25.29,4.84074E+12
Pattyland,11-02-2019 20:25,33.21,1.32588E+12
South Michelleport,06-02-2019 17:29,25.58,6.81478E+12
Martinezhaven,23-02-2019 00:15,15.48,5.94682E+12
Loganberg,05-01-2019 14:35,5.92,5.3277E+12
New Paulville,13-04-2019 10:23,8.69,5.9222E+11
South Evanton,10-01-2019 02:57,37.03,4.81799E+12
Port Angela,06-02-2019 07:07,24.47,1.46982E+12
West Gabriel,21-04-2019 04:50,4.96,2.69414E+12
New Kimberlyborough,28-03-2019 12:48,10.91,9.35422E+11
West Anthony,16-04-2019 01:06,17.47,5.70656E+12
West Gabriel,16-01-2019 06:23,25.97,6.59048E+12
Karenside,24-01-2019 07:48,9.39,4.82906E+12
Liumouth,01-01-2019 00:08,37.91,5.67367E+12
Grahamburgh,20-04-2019 21:40,40.06,5.16183E+12
Christopherfurt,07-05-2019 17:27,6.39,7.60801E+12
West Gabriel,01-05-2019 02:18,27.45,2.82746E+12
West Heidi,17-01-2019 03:43,5.78,9.1077E+12
West Angela,04-01-2019 20:45,20.33,1.92034E+12
Christopherfurt,25-03-2019 17:11,7.19,6.89268E+12
Robertport,25-03-2019 18:55,35.29,7.87581E+12
Royland,16-01-2019 02:06,4.89,8.05334E+12
Huntermouth,19-03-2019 17:31,15.05,1.67708E+12
North Madeline,07-04-2019 06:50,11.92,7.37335E+11
East Kaylahaven,07-01-2019 20:29,5.56,4.65764E+12
Loganberg,18-04-2019 17:41,22.51,3.20804E+12
North Jason,23-01-2019 21:22,6.54,5.61476E+12
South Latoya,31-01-2019 23:20,14.82,6.96344E+12
Karenberg,09-03-2019 14:47,35.68,8.63175E+12
West Anthony,01-05-2019 17:43,23.76,2.92935E+12
Williamsstad,25-03-2019 16:07,42.93,2.21E+12
Port Angela,06-02-2019 16:11,11.39,6.10867E+12
Karenside,24-02-2019 05:39,27.64,8.05821E+12
East Kaylahaven,21-03-2019 22:54,9.42,1.46826E+12
South Michelleport,23-03-2019 16:45,14.72,4.90532E+11
Pattyland,14-01-2019 20:49,40.21,5.82597E+12
Port Samanthamouth,28-02-2019 20:01,38.42,2.10509E+12
Reynoldsfurt,11-04-2019 09:09,42.97,1.39065E+12
Pattyland,27-03-2019 06:49,8.57,3.07455E+12
North Jasmine,24-04-2019 08:05,14.11,4.19471E+12
North Madeline,31-03-2019 03:35,21.24,6.5416E+11
West Anthony,11-02-2019 05:48,15.55,5.98841E+12
Lake Danielberg,28-01-2019 15:49,25.98,1.41832E+12
Royland,19-02-2019 08:25,13.02,1.86047E+11
Reynoldsfurt,08-03-2019 07:06,6.08,2.56721E+12
Roberthaven,09-02-2019 00:25,11.71,8.18277E+12
South Evanton,25-02-2019 11:11,15.94,2.73432E+12
Grahamburgh,04-03-2019 22:51,34.93,5.941E+12
West Ericstad,29-03-2019 04:59,40.29,8.09503E+11
Port Frank,17-02-2019 13:21,32.44,5.38735E+12
Lake Danielberg,08-02-2019 05:26,22.74,9.52401E+12
Erikaland,24-03-2019 09:50,4.07,6.56168E+12
Port David,11-02-2019 11:59,38,7.7727E+12
North Barbara,27-04-2019 00:19,16.89,5.10412E+12
Simpsonburgh,27-02-2019 00:58,13.38,1.57792E+12
North Jason,23-01-2019 05:58,32.77,2.98876E+12
Simpsonburgh,06-01-2019 02:20,27.2,3.68183E+12
South Phillip,18-04-2019 01:17,35.7,4.75237E+12
South Karenland,16-03-2019 02:20,4.87,2.38792E+12
New Paulville,14-03-2019 21:25,20.26,8.81201E+12
Johnton,14-02-2019 18:21,43.93,5.44375E+12
Port Johnbury,27-02-2019 02:44,11.33,3.22578E+12
Joneschester,12-03-2019 21:52,21.17,1.57652E+12
West Samuelburgh,12-02-2019 18:45,6.76,8.53007E+12
Huntermouth,28-04-2019 17:26,31.43,6.66048E+12
Deanville,01-04-2019 00:11,22.65,7.00278E+12
Leahton,15-02-2019 17:00,25.84,9.2427E+12
Hurleymouth,13-04-2019 18:15,40.93,4.91521E+12
West Anthony,21-03-2019 01:28,15.64,4.74685E+12
Karenside,23-01-2019 23:30,37.62,1.95293E+12
West Gabriel,28-02-2019 12:03,31.82,4.15307E+12
Carriemouth,26-03-2019 10:39,26.91,7.85248E+12
South Michelleport,01-03-2019 22:01,24.55,9.78948E+12
Rodneyfort,05-05-2019 03:19,22.24,5.39329E+12
Deanville,07-03-2019 07:21,31.08,9.71126E+12
Reynoldsfurt,04-05-2019 12:38,8.81,3.23811E+12
Justinberg,27-04-2019 12:41,18.99,3.03461E+12
Huntermouth,02-03-2019 10:47,10.89,1.64727E+12
West Robert,27-02-2019 20:51,8.37,4.89897E+11
Port Angela,14-02-2019 13:00,42.04,8.96909E+11
South Karenland,09-01-2019 20:59,44.44,3.17995E+12
Port David,24-03-2019 16:37,25.65,2.08469E+12
Liumouth,04-01-2019 03:16,9.1,8.14768E+12
Simpsonburgh,18-01-2019 12:48,15.36,5.19567E+12
South Evanton,14-04-2019 20:12,19.53,8.34565E+12
West Heidi,06-04-2019 08:54,25.06,8.91601E+12
Port Frank,14-01-2019 09:19,43.27,4.91473E+11
East Kaylahaven,23-02-2019 00:41,15.94,1.60239E+12
North Madeline,28-01-2019 09:57,42.24,5.83417E+11
Liumouth,14-04-2019 21:17,38.95,14588103145
North Madeline,06-03-2019 19:26,26.34,1.88386E+12
Williamsview,15-04-2019 16:09,44.74,2.7594E+12
North Barbara,16-03-2019 10:22,25.06,9.74571E+12
South Evanton,07-02-2019 08:44,7.69,9.01261E+12
Williamsstad,26-04-2019 04:18,18.92,1.6064E+12
Rodneyfort,12-01-2019 06:17,7.05,4.23915E+12
Karenside,19-04-2019 08:42,26.45,9.29376E+12
New Paulton,13-01-2019 18:33,29.9,4.09033E+12
West Robert,17-01-2019 04:56,12.71,8.50343E+12
Jerryton,14-02-2019 19:48,24.49,3.08044E+12
Karenberg,16-01-2019 13:52,41.26,3.35715E+12
Christopherfurt,03-05-2019 12:46,14.43,5.64493E+12
Grahamburgh,27-03-2019 22:14,4.63,7.32444E+12
New Kimberlyborough,02-03-2019 18:56,6.08,3.87292E+12
North Madeline,04-03-2019 22:29,6.19,5.4655E+11
North Jason,12-03-2019 21:01,5.76,5.11343E+12
Liumouth,16-03-2019 06:31,34.2,2.54174E+12
New Jacobville,21-04-2019 23:00,13.53,5.56794E+12
Justinberg,24-04-2019 11:33,28.76,6.4936E+12
West Anthony,13-03-2019 08:03,5.03,1.17802E+12
Raymondhaven,13-01-2019 01:03,17.33,2.83043E+12
Royland,22-03-2019 22:02,23.31,2.833E+12
Rogerston,30-01-2019 21:18,8.87,5.68698E+12
West Anthony,03-05-2019 04:49,21.38,9.17265E+12
Port Frank,06-04-2019 20:51,21.02,9.71438E+12
Lake Jonathanshire,11-04-2019 22:10,12.81,5.99987E+12
South Phillip,17-01-2019 17:45,23.46,2.62802E+12
South Karenland,03-03-2019 07:40,22.44,7.45861E+12
Port Samanthamouth,18-04-2019 14:39,23.56,8.73425E+12
Huntermouth,10-01-2019 09:40,43.01,7.5807E+12
Joneschester,22-04-2019 16:48,9.7,8.58709E+12
West Anthony,22-04-2019 08:14,19.95,1.21205E+12
North Jasmine,11-04-2019 03:38,27.54,5.00327E+12
Reynoldsfurt,10-03-2019 20:10,4.1,5.69073E+12
North Markport,22-02-2019 15:00,16.46,2.79829E+12
Huntermouth,09-01-2019 22:56,15.31,1.53005E+12
Rogerston,19-03-2019 16:58,29.88,3.97971E+12
Deanville,05-03-2019 12:05,11.16,4.73702E+12
Rodneyfort,11-01-2019 14:18,23.21,3.43372E+12
Reynoldsfurt,29-03-2019 17:35,31.43,9.92231E+12
West Josephberg,14-01-2019 18:07,9.71,4.72613E+12
Huntermouth,20-03-2019 00:45,40.55,6.75062E+12
Amandaburgh,24-04-2019 08:02,14.55,7.83612E+12
Port Frank,05-03-2019 00:42,36.35,9.21372E+12
Martinezhaven,10-01-2019 03:37,23.62,5.46989E+12
East Kaylahaven,10-02-2019 12:42,6.69,6.07184E+12
Joneschester,10-03-2019 13:31,22.72,8.70503E+12
West Angela,01-05-2019 19:03,23.23,7.76994E+12
New Paulton,24-04-2019 14:27,32.22,2.98963E+12
Roberthaven,05-03-2019 12:12,5.43,6.05362E+11
Port Frank,09-03-2019 16:59,6.5,2.10909E+12
Port Frank,04-04-2019 11:46,39.39,7.96748E+12
Hurleymouth,07-03-2019 12:38,41.96,1.67733E+12
Leahton,06-03-2019 17:06,41.29,3.31067E+12
Johnton,07-02-2019 19:40,30.97,6.85398E+12
Lake Scottton,03-05-2019 15:26,25.68,7.71161E+11
Simpsonburgh,31-01-2019 05:16,39.23,3.69709E+12
West Angela,21-02-2019 13:51,29.99,4.36732E+12
Williamsview,16-04-2019 08:23,20.38,8.22775E+12
West Josephberg,12-04-2019 00:11,15.49,5.11823E+12
West Josephberg,15-02-2019 00:51,36.7,8.33427E+12
South Karenland,19-02-2019 02:20,39.59,9.83407E+12
Barajasview,02-01-2019 23:23,36.13,8.56719E+12
East Kaylahaven,21-01-2019 16:07,36.89,2.41125E+12
Loganberg,12-01-2019 05:07,36.82,1.07811E+12
